Tanggal,mean_wib,mean_wita,mean_wit
2021-09-22,15847.0,16288.0,16675.0
2021-09-23,15850.0,16275.0,16675.0
2021-09-24,15853.0,16288.0,16675.0
2021-09-25,15853.0,16288.0,16675.0
2021-09-26,15853.0,16288.0,16675.0
2021-09-27,15872.0,16304.0,16712.0
2021-09-28,15869.0,16304.0,16750.0
2021-09-29,15878.0,16308.0,16775.0
2021-09-30,15881.0,16312.0,16775.0
2021-10-01,15847.0,16333.0,16775.0
2021-10-02,15847.0,16333.0,16775.0
2021-10-03,15847.0,16333.0,16775.0
2021-10-04,15936.0,16371.0,16800.0
2021-10-05,15950.0,16375.0,16825.0
2021-10-06,15967.0,16288.0,16912.0
2021-10-07,16042.0,16333.0,16912.0
2021-10-08,16114.0,16342.0,16912.0
2021-10-09,16114.0,16342.0,16912.0
2021-10-10,16114.0,16342.0,16912.0
2021-10-11,16281.0,16488.0,16912.0
2021-10-12,16378.0,16508.0,16912.0
2021-10-13,16442.0,16592.0,17025.0
2021-10-14,16467.0,16604.0,17125.0
2021-10-15,16553.0,16658.0,17112.0
2021-10-16,16553.0,16658.0,17112.0
2021-10-17,16553.0,16658.0,17112.0
2021-10-18,16672.0,16679.0,17150.0
2021-10-19,16747.0,16692.0,17150.0
2021-10-20,16747.0,16692.0,17150.0
2021-10-21,16778.0,16708.0,17175.0
2021-10-22,16825.0,16733.0,17175.0
2021-10-23,16825.0,16733.0,17175.0
2021-10-24,16825.0,16733.0,17175.0
2021-10-25,16956.0,16904.0,17225.0
2021-10-26,17006.0,17050.0,17225.0
2021-10-27,17047.0,17054.0,17225.0
2021-10-28,17075.0,17383.0,17275.0
2021-10-29,17103.0,17404.0,17275.0
2021-10-30,17103.0,17404.0,17275.0
2021-10-31,17103.0,17404.0,17275.0
2021-11-01,17364.0,17442.0,17325.0
2021-11-02,17444.0,17533.0,17325.0
2021-11-03,17525.0,17592.0,17325.0
2021-11-04,17708.0,17729.0,17375.0
2021-11-05,17728.0,17758.0,17488.0
2021-11-06,17728.0,17758.0,17488.0
2021-11-07,17728.0,17758.0,17488.0
2021-11-08,17903.0,17892.0,17550.0
2021-11-09,18003.0,17996.0,17575.0
2021-11-10,18044.0,18025.0,17762.0
2021-11-11,18128.0,18046.0,17838.0
2021-11-12,18153.0,18108.0,17838.0
2021-11-13,18153.0,18108.0,17838.0
2021-11-14,18153.0,18108.0,17838.0
2021-11-15,18239.0,18200.0,18375.0
2021-11-16,18317.0,18288.0,18375.0
2021-11-17,18333.0,18342.0,18438.0
2021-11-18,18353.0,18346.0,18462.0
2021-11-19,18358.0,18362.0,18525.0
2021-11-20,18358.0,18362.0,18525.0
2021-11-21,18358.0,18362.0,18525.0
2021-11-22,18453.0,18446.0,18562.0
2021-11-23,18494.0,18458.0,18750.0
2021-11-24,18531.0,18546.0,18788.0
2021-11-25,18544.0,18533.0,18838.0
2021-11-26,18572.0,18600.0,18888.0
2021-11-27,18572.0,18600.0,18888.0
2021-11-28,18572.0,18600.0,18888.0
2021-11-29,18681.0,18638.0,18975.0
2021-11-30,18703.0,18792.0,18950.0
2021-12-01,18736.0,18946.0,18950.0
2021-12-02,18761.0,19046.0,18962.0
2021-12-03,18792.0,19112.0,18962.0
2021-12-04,18792.0,19112.0,18962.0
2021-12-05,18792.0,19112.0,18962.0
2021-12-06,18911.0,19333.0,19362.0
2021-12-07,18956.0,19388.0,19450.0
2021-12-08,19019.0,19425.0,19462.0
2021-12-09,19072.0,19438.0,19450.0
2021-12-10,19086.0,19454.0,19475.0
2021-12-11,19086.0,19454.0,19475.0
2021-12-12,19086.0,19454.0,19475.0
2021-12-13,19094.0,19533.0,19488.0
2021-12-14,19117.0,19546.0,19525.0
2021-12-15,19167.0,19612.0,19688.0
2021-12-16,19183.0,19642.0,19988.0
2021-12-17,19158.0,19708.0,19888.0
2021-12-18,19158.0,19708.0,19888.0
2021-12-19,19158.0,19708.0,19888.0
2021-12-20,19247.0,19767.0,20038.0
2021-12-21,19278.0,19808.0,20112.0
2021-12-22,19342.0,19808.0,20162.0
2021-12-23,19331.0,19821.0,20200.0
2021-12-24,19325.0,19829.0,20225.0
2021-12-25,19325.0,19829.0,20225.0
2021-12-26,19325.0,19829.0,20225.0
2021-12-27,19311.0,19900.0,20125.0
2021-12-28,19350.0,19912.0,20125.0
2021-12-29,19369.0,20062.0,20500.0
2021-12-30,19397.0,20083.0,21350.0
2021-12-31,19400.0,20146.0,21350.0
2022-01-01,19400.0,20146.0,21350.0
2022-01-02,19400.0,20146.0,21350.0
2022-01-03,19422.0,20292.0,21612.0
2022-01-04,19453.0,20308.0,21550.0
2022-01-05,19467.0,20354.0,21625.0
2022-01-06,19494.0,20383.0,21600.0
2022-01-07,19500.0,20421.0,21662.0
2022-01-08,19500.0,20421.0,21662.0
2022-01-09,19500.0,20421.0,21662.0
2022-01-10,19578.0,20475.0,21662.0
2022-01-11,19608.0,20488.0,21675.0
2022-01-12,19672.0,20500.0,21675.0
2022-01-13,19717.0,20658.0,21725.0
2022-01-14,19714.0,20558.0,21750.0
2022-01-15,19714.0,20558.0,21750.0
2022-01-16,19714.0,20558.0,21750.0
2022-01-17,19767.0,20642.0,21925.0
2022-01-18,19775.0,20650.0,21925.0
2022-01-19,19789.0,20642.0,21925.0
2022-01-20,19764.0,20617.0,22188.0
2022-01-21,19764.0,20588.0,22188.0
2022-01-22,19764.0,20588.0,22188.0
2022-01-23,19764.0,20588.0,22188.0
2022-01-24,19661.0,20550.0,22188.0
2022-01-25,19628.0,20546.0,22188.0
2022-01-26,19567.0,20417.0,22188.0
2022-01-27,19511.0,20221.0,22188.0
2022-01-28,19456.0,20192.0,22188.0
2022-01-29,19456.0,20192.0,22188.0
2022-01-30,19456.0,20192.0,22188.0
2022-01-31,19144.0,19658.0,22138.0
2022-02-01,19144.0,19658.0,22138.0
2022-02-02,18922.0,19692.0,22038.0
2022-02-03,18817.0,19662.0,21950.0
2022-02-04,18633.0,19612.0,21950.0
2022-02-05,18633.0,19612.0,21950.0
2022-02-06,18633.0,19612.0,21950.0
2022-02-07,18217.0,19392.0,21800.0
2022-02-08,18086.0,19233.0,21825.0
2022-02-09,18036.0,19154.0,21775.0
2022-02-10,18000.0,19100.0,21825.0
2022-02-11,17908.0,19025.0,21550.0
2022-02-12,17908.0,19025.0,21550.0
2022-02-13,17908.0,19025.0,21550.0
2022-02-14,17808.0,19042.0,21550.0
2022-02-15,17856.0,18988.0,21575.0
2022-02-16,17806.0,19079.0,21538.0
2022-02-17,17817.0,19012.0,21588.0
2022-02-18,17800.0,18971.0,21488.0
2022-02-19,17800.0,18971.0,21488.0
2022-02-20,17800.0,18971.0,21488.0
2022-02-21,17653.0,18908.0,21500.0
2022-02-22,17461.0,18896.0,21500.0
2022-02-23,17428.0,18883.0,21500.0
2022-02-24,17472.0,18908.0,21500.0
2022-02-25,17336.0,18942.0,21500.0
2022-02-26,17336.0,18942.0,21500.0
2022-02-27,17336.0,18942.0,21500.0
2022-02-28,17336.0,18942.0,21500.0
2022-03-01,17256.0,19079.0,21512.0
2022-03-02,17203.0,19117.0,21550.0
2022-03-03,17203.0,19117.0,21550.0
2022-03-04,17111.0,19075.0,21500.0
2022-03-05,17111.0,19075.0,21500.0
2022-03-06,17111.0,19075.0,21500.0
2022-03-07,17039.0,20425.0,21412.0
2022-03-08,16961.0,20621.0,21662.0
2022-03-09,16931.0,21204.0,21562.0
2022-03-10,17081.0,21517.0,21550.0
2022-03-11,16942.0,21708.0,21675.0
2022-03-12,16942.0,21708.0,21675.0
2022-03-13,16942.0,21708.0,21675.0
2022-03-14,16953.0,22100.0,21450.0
2022-03-15,16872.0,22067.0,21475.0
2022-03-16,16917.0,21896.0,21550.0
2022-03-17,17900.0,21675.0,21275.0
2022-03-18,19000.0,22396.0,22262.0
2022-03-19,19000.0,22396.0,22262.0
2022-03-20,19000.0,22396.0,22262.0
2022-03-21,20853.0,23567.0,24150.0
2022-03-22,21200.0,23988.0,24538.0
2022-03-23,21747.0,24262.0,24638.0
2022-03-24,21967.0,24354.0,25125.0
2022-03-25,22047.0,24742.0,25362.0
2022-03-26,22047.0,24742.0,25362.0
2022-03-27,22047.0,24742.0,25362.0
2022-03-28,21989.0,24879.0,26200.0
2022-03-29,22072.0,25217.0,26775.0
2022-03-30,22161.0,25246.0,26838.0
2022-03-31,22244.0,25321.0,27175.0
2022-04-01,22314.0,25258.0,27375.0
2022-04-02,22314.0,25258.0,27375.0
2022-04-03,22314.0,25258.0,27375.0
2022-04-04,22392.0,25304.0,27138.0
2022-04-05,22458.0,25404.0,27662.0
2022-04-06,22494.0,25646.0,26875.0
2022-04-07,22458.0,25338.0,27812.0
2022-04-08,22531.0,25467.0,27638.0
2022-04-09,22531.0,25467.0,27638.0
2022-04-10,22531.0,25467.0,27638.0
2022-04-11,22456.0,25804.0,27888.0
2022-04-12,22458.0,25812.0,27788.0
2022-04-13,22500.0,26071.0,27912.0
2022-04-14,22564.0,26092.0,28388.0
2022-04-15,22564.0,26092.0,28388.0
2022-04-16,22564.0,26092.0,28388.0
2022-04-17,22564.0,26092.0,28388.0
2022-04-18,22531.0,26029.0,28600.0
2022-04-19,22511.0,26067.0,29125.0
2022-04-20,22567.0,26142.0,29012.0
2022-04-21,22558.0,26238.0,29162.0
2022-04-22,22556.0,26292.0,28950.0
2022-04-23,22556.0,26292.0,28950.0
2022-04-24,22556.0,26292.0,28950.0
2022-04-25,22586.0,26104.0,29112.0
2022-04-26,22628.0,25967.0,29262.0
2022-04-27,22633.0,26112.0,29412.0
2022-04-28,22594.0,26100.0,29275.0
2022-04-29,22594.0,26100.0,29275.0
2022-04-30,22594.0,26100.0,29275.0
2022-05-01,22594.0,26100.0,29275.0
2022-05-02,22594.0,26100.0,29275.0
2022-05-03,22594.0,26100.0,29275.0
2022-05-04,22594.0,26100.0,29275.0
2022-05-05,22594.0,26100.0,28062.0
2022-05-06,22594.0,26100.0,28062.0
